ID_occurrence	src.lang	fr1	KWIC.fr	fr2	lemma.fr	meaning.fr	es	form.fr	form.cs	form.en	form.es	form.it	form.pl	form.ru	dimension1	dimension2
332	it	Arrivé au terme de ma vie de pécheur , tandis que chenu , vieilli comme le monde , dans l’ attente de me perdre en l’ abime sans fond de la divinité silencieuse et déserte ,	participant	de la lumière immuable des intelligences angéliques , désormais retenu par mon corps lourd et malade dans cette cellule de mon cher monastère de Melk , je m’ apprête à laisser sur ce vélin témoignage des événements admirables et terribles auxquels dans ma jeunesse il me fut donné d’ assister , en répétant verbatim tout ce que je vis et entendis , sans me hasarder à en tirer un dessein , comme pour laisser à ceux qui viendront ( si l’ Antéchrist ne les devance ) des signes de signes , afin que sur eux s’ exerce la prière du déchiffrement .	participer	concom	Ya al final de mi vida de pecador , mientras , canoso y decrépito como el mundo , espero el momento de perderme en el abismo sin fondo de la divinidad desierta y silenciosa , participando así de la luz inefable de las inteligencias angélicas , en esta celda del querido monasterio de Melk , donde aún me retiene mi cuerpo pesado y enfermo , me dispongo a dejar constancia sobre este pergamino de los hechos asombrosos y terribles que me fue dado presenciar en mi juventud , repitiendo verbatim cuanto vi y oí , y sin aventurar interpretación alguna , para dejar , en cierto modo , a los que vengan después ( si es que antes no llega el Anticristo ) signos de signos , sobre los que pueda ejercerse la plegaria del desciframiento .	part	part	ing.part	ger	ger	VF.sub.adv	InfP	-0.008569424385521048	0.20401087143643407
333	cs	Elle commence à se déshabiller en	disant	:	dire	concom	Empieza a desnudarse y le dice :	ger	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.main	0.1410062558253679	-0.5317133250202946
334	fr	Quelquefois aussi l' hélice émergeait ,	battant	l' air de ses branches affolées , lorsqu' une montagne d' eau soulevait l' arrière hors des flots , mais le navire allait toujours de l' avant .	battre	concom	Algunas veces la hélice también salía fuera de las aguas , batiendo el aire con sus enloquecidas alas , cuando alguna montaña de agua levantaba la popa ; pero el buque iba siempre avanzando .	part	VF.coord	ing.part	ger	ger	Cvb.ps.impf	VF.coord	-0.031028049258682886	0.03232047106129492
335	fr	En ce moment , Passepartout était absolument seul dans le wagon , et l' elder , le regardant en face , le fascinant par ses paroles , lui rappela que , deux ans après l' assassinat de Smyth , son successeur , le prophète inspiré , Brigham Young ,	abandonnant	Nauvoo , vint s' établir aux bords du lac Salé , et que là , sur cet admirable territoire , au milieu de cette contrée fertile , sur le chemin des émigrants qui traversaient l' Utah pour se rendre en Californie , la nouvelle colonie , grâce aux principes polygames du mormonisme , prit une extension énorme .	abandonner	anter	Entonces ya no había quedado más que Picaporte en el vagón , y el hermano mayor , mirándole de hito en hito , fascinándole con sus palabras , le recordó que dos años después del asesinato de Smith , su sucesor el profeta inspirado , Brigham Young , abandonando a Nauvoo , fue a establecerse a las orillas del Lago Salado , y allí , en aquel admirable territorio , en medio de una región fértil , en el camino que los emigrantes atraviesan para ir a California , la nueva colonia , gracias a los principios de la poligamia del mormonismo , tomó enorme extensión .	part	VF.coord	VF.main	ger	ger	VF.coord	VF.main	0.18143680895151884	-0.07169864921309387
339	de	– Pas très surpris ? demanda le brigadier en	replaçant	la bougie au milieu de la petite table , et en groupant les autres choses tout autour .	remplacer	concom	–¿ No muy sorprendido ? –preguntó el supervisor , y puso ahora la vela en el centro de la mesilla , mientras agrupaba el resto de los objetos a su alrededor .	ger	VF.coord	VF.sub.adv	VF.coord	VF.coord	VF.coord	Cvb.pt.pf	0.06452727249498645	-0.45418567080968114
341	fr	"" Je ne donnerais pas ma part de quatre mille livres dans le pari "" , dit Andrew Stuart en s'	asseyant	, "" quand même on m' en offrirait trois mille neuf cent quatre-vingt-dix-neuf ! ""	s'asseoir	concom	-¡ No daría mi parte de cuatro mil libras en la apuesta -dijo Andrés Stuart sentándose- , aun cuando me ofrecieran tres mil novecientas noventa y nueve !	ger	Cvb.ps.impf	VF.sub.adv	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.43400985575694623	0.006064701309179164
344	fr	"" J' ai été chanteur ambulant , écuyer dans un cirque , faisant de la voltige comme Léotard , et	dansant	sur la corde comme Blondin ;	danser	concom	He sido cantor ambulante , he sido artista de circo donde daba el salto como Leotard y bailaba en la cuerda como Blondín ; luego , al fin de hacer más útiles mis servicios , he llegado a profesor de gimnasia , y por último , era sargento de bomberos en París , y aún tengo en mi hoja de servicios algunos incendios notables .	part	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	0.39577247463542614	-0.35893388167877827
345	cs	Ils répétèrent leurs remontrances , l'	obligeant	à nettoyer les latrines .	obliger	result	Volvieron a reprochárselo una y otra vez , le obligaron a que limpiase el retrete .	part	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.main	0.4669381914883873	-0.3244098701031427
346	fr	Pour lui , il n' avait eu qu' une idée "" drôle , et il riait en	songeant	que , pendant quelques instants , lui , Passepartout , ancien gymnaste , ex-sergent de pompiers , avait été le veuf d' une charmante femme , un vieux rajah embaumé !	songer	sim	Para él no había habido más que una chistosa ocurrencia , y se reía al pensar que durante algunos instantes , él , Picaporte , antiguo gimnasta , ex sargento de bomberos , había sido el viudo de la linda dama , un viejo rajá embalsamado .	ger	PP	InfP	InfP	PP	NP	VF.sub.adv	-0.16127840855432343	0.001839265836308551
348	fr	Après tant de dépenses faites , ce pari gagné ne l' eût pas enrichi sans doute , et il est probable qu' il n' avait pas cherché à s' enrichir -	étant	de ces hommes qui parient pour l' honneur - , mais ce pari perdu le ruinait totalement .	être	cause	Después de tanto gasto , aun en el caso de ganar la apuesta , no se hubiera enriquecido , ni es probable que hubiese tratado de hacerlo , siendo hombre de esos que apuestan por pundonor ; pero perdiéndola se arruinaba completamente .	part	VF.coord	ing.part	ger	ger	VF.coord	VF.main	0.1638918101105326	-0.013655187178244184
349	fr	"" Je ne me trompe pas "" , dit-il en l'	abordant	avec son plus aimable sourire , "" c' est bien vous , monsieur , qui m' avez si complaisamment servi de guide à Suez ? ""	aborder	concom	-No me engaño -le dijo al acercarse con amable sonrisa- ; vos sois el caballero que fue tan pacientemente en servirme de guía por las calles de Suez .	ger	Cvb.ps.impf	PP	InfP	ger	Cvb.ps.impf	VF.main	-0.32084758409541564	-0.09410789485555268
351	cs	on restituait avec exactitude paroles et gémissements	accompagnant	les copulations ;	accompagner	attributive	se evocaban con precisión las frases y los suspiros durante el coito ;	part	prep	prep	prep	VF.sub.rel	PP	part	0.3275271489591206	0.3529853093403364
354	cs	au mur étaient fixées des vitrines	contenant	des affichettes publicitaires et des photos de films ;	contenir	attributive	en aquella pared posterior había unas carteleras acristaladas con carteles de propaganda y fotografías de las películas ;	part	prep	prep	prep	prep	prep	prep	0.28616956476233013	0.28485584457948193
355	cs	Elle ne se trompait pas : en	apercevant	Laura dans l' allée bordée de cocotiers qui menait à sa villa , Bernard avait pâli de colère et lui avait dit avec sévérité :	apercevoir	cause	No se equivocaba : cuando Bernard vio a Laura en el camino bordeado de palmeras que conducía a la casa en la que vivía , se puso pálido de rabia y le dijo con severidad :	ger	VF.sub.adv	VF.sub.adv	VF.sub.adv	VF.sub.adv	VF.sub.adv	Cvb.pt.pf	-0.13346428846147793	0.11546332196764993
356	cs	Elle me regardait , épouvantée , en	rabattant	sa jupe qui , malgré ses efforts , lui descendait à peine à mi-cuisses ;	rabattre	concom	Me miró con ojos de espanto y , con un movimiento reflejo , trató de bajarse la falda arremangada , sin que ni el mayor de los esfuerzos lograse hacerla llegar hasta más allá de la mitad del muslo ;	ger	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.main	0.14100625582536794	-0.5317133250202946
357	cs	Parvenue à deux pas de Paul , elle s' arrêta en	répétant	:	répéter	sim	Cuando estaba apenas a dos pasos de Paul se detuvo y dijo :	ger	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.main	0.16781169886757555	-0.4918311498213666
358	it	Guillaume m’ entraîna brutalement hors du narthex en me	faisant	courir vers l’ hôpital :	faire courir	manner	Guillermo me arrastró con rudeza fuera del nártex , para que regresase corriendo al hospital :	ger	VF.coord	VF.coord	ger	ger	Cvb.ps.impf	VF.main	-0.22226618256798236	-0.2010846028361213
359	de	Puis il ferma la porte , fit une nouvelle révérence à K. et se présenta en	disant	:	dire	manner	Luego el pintor cerró la puerta , se inclinó una vez más ante K , le estrechó la imano y dijo :	ger	VF.sub.adv	ing.part	VF.coord	VF.coord	Cvb.ps.impf	VF.main	-0.11348958140775353	-0.17216468610491525
360	ru	Puis , sans qu’ on sache pourquoi , il regarda autour de lui comme un voleur , et ,	étouffant	sa voix de basse , il reprit :)	étouffer	sim	-¡ Sorprendente ! -exclamó el entrometido interlocutor y , mirando furtivamente en derredor , redujo la voz , ya baja , a un murmullo y dijo- :	part	adv	ing.part	VF.coord	ger	VF.coord	Cvb.pt.pf	0.1739434694578749	-0.002768378627208866
361	cs	Nous prîmes place à une table , saisîmes le couvert et la serviette , les	rangeant	de part et d' autre de l' assiette , et nous attendîmes .	ranger	poster	Nos sentamos a una mesa , cogimos la servilleta con los cubiertos , la pusimos junto al plato y aguardamos .	part	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	0.4512114776550983	-0.3135658449338687
365	cs	Il avait soixante-dix ans , bientôt quatre-vingts , et pourtant il se dressait en	brandissant	son verre comme pour se protéger de cette avalanche d' années qui lui tombait sur la tête :	brandisser	concom	Ya tenía setenta , ypoco después tendría ochenta años , y levantaba la copa como si quisiera detener esa avalancha de años que se precipitaba sobre él :	ger	VF.coord	ing.part	VF.coord	VF.coord	part	VF.main	0.08547189192780436	-0.3504294527414491
366	fr	Ni les bassins ni les docks de Londres n' avaient jamais reçu un navire	ayant	pour armateur Phileas Fogg .	avoir	attributive	Ni las dársenas ni los docks de Londres recibieron nunca un navío cuyo armador fuese Phileas Fogg .	part	VF.sub.rel	VF.sub.rel	VF.sub.rel	VF.sub.adv	VF.sub.rel	VF.main	0.38260109521934843	0.2924998062021374
367	cs	Aujourd'hui encore , mon cœur étouffe lorsque je me représente le directeur et le président fourgonnant dans sa valise ,	détenant	entre leurs mains toute son intimité matérialisée , les doux secrets de son linge sali , regardant là où il ne faut pas regarder .	détenir	concom	Aún hoy se me encoge el corazón cuando me imagino al director y al alcalde revolviendo su maletín , sosteniendoen la mano toda la vergonzosa materialidad de su intimidad , los tiernos secretos de su ropa sucia , mirando aquello que está prohibido mirar .	part	VF.sub.rel	ing.part	ger	VF.sub.rel	VF.sub.pred	VF.main	0.1856363577958791	0.1680338381583841
368	cs	Je me cachai sous le porche d' un des immeubles de la place qui cernent la gare routière ,	voulant	la regarder un petit moment , la voir écarquiller les yeux à la ronde , impuissante , assaillie par l' idée qu' elle avait voyagé en vain et qu' elle ne me verrait pas ici .	vouloir	cause	Me escondí en el portal de una de las casas que forman la plaza que rodea a la estación de autobuses , con la intención de observar desde allí cómo miraba con impotencia , pensando en que había venido hasta aquí de balde y que no me iba a encontrar .	part	VF.coord	InfP	PP	ger	VF.coord	Cvb.pt.pf	0.19691582016851653	-0.023867061770228317
370	fr	Je les apercevais comme en rêve ,	ayant	un peu de fièvre , à cause de ma soif .	avoir	cause	Yo las veía como en sueño , pues a causa de la sed tenía un poco de fiebre .	part	VF.sub.adv	VF.sub.adv	VF.sub.adv	prep	VF.coord	prep	0.2529583370445906	0.18891687131968762
371	ru	Quiconque entrait à Griboïedov devait tout d’ abord , par la force des choses , prendre connaissance des avis et informations concernant divers cercles sportifs , ainsi que des photographies , individuelles ou en groupe , des membres du Massolit , qui couvraient ( je parle des photographies ) les murs de l’ escalier	conduisant	au premier étage .	conduire	attributive	Quien visitara Griboyédov por primera vez se encontraba de un modo involuntario con información destinada a los diversos grupos deportivos , así como con las fotografías en grupo o individuales de los miembros que componían MASSOLIT , que cubrían las paredes de la escalera que llevaba al primer piso .	part	part	ing.part	VF.sub.rel	VF.sub.rel	part	part	0.3448105636595703	0.40448859342804083
372	fr	Dans les rues , ce n' était que fourmillement , va-et-vient incessant : bonzes passant processionnellement en	frappant	leurs tambourins monotones , yakounines , officiers de douane ou de police , à chapeaux pointus incrustés de laque et portant deux sabres à leur ceinture , soldats vêtus de cotonnades bleues à raies blanches et armés de fusil à percussion , hommes d' armes du mikado , ensachés dans leur pourpoint de soie , avec haubert et cotte de mailles , et nombre d' autres militaires de toutes conditions , - car , au Japon , la profession de soldat est autant estimée qu' elle est dédaignée en Chine .	frapper	concom	En las calles , todo era movimiento y agitación incesante ; bonzos que pasaban en procesión , tocando sus monótonos tamboriles ; yakuninos , oficiales de la aduana o de la policía ; con sombreros puntiagudos incrustados de laca y dos sables en el cinto ; soldados vestidos de percalina azul con rayas blancas y armados con fusiles de percusión , hombres de armas del mikado , metidos en su justillo de seda , con loriga y cota de malla , y otros muchos militares de diversas condiciones , porque en el Japón la profesión de soldado es tan distinguida como despreciada en China .	ger	Cvb.ps.impf	ing.part	ger	ger	Cvb.ps.impf	adv	-0.36671145463542487	0.015443225848119047
